,atclNo,cortarNo,lat,lng,atclNm,atclStatCd,rletTpNm,rletTpCd,tradTpNm,tradTpCd,flrInfo,prc,rentPrc,spc1,spc2,direction,atclFetrDesc,tagList,repImgUrl,repImgThumb
5,2234142115,1141011100,37.580956,126.949183,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,3/18,64000,0,82,59,남동향,"조용한동, 숲세권,안산뷰. 판상형 ,시스템풀에어컨","['2년이내', '융자금없는', '화장실두개', '방세개']",,
6,2234097055,1141011100,37.579913,126.950207,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,5/17,70000,0,82,59,남향,"정남향,안산및공원조망,옵션좋아요,시스템풀에어컨,깨끗합니다,신혼부부추천","['2년이내', '융자금없는', '역세권', '방세개']",,
7,2234097087,1141011100,37.580966,126.950746,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,7/16,50000,0,75,55,남서향,"좋은가격,23 안산전망,편리한교통,아늑한단지내조망,엔지니어드스톤,시에2대","['2년이내', '융자금없는', '역세권', '방두개']",,
8,2234097048,1141011100,37.581407,126.949734,서대문푸르지오센트럴파크,R0,아파트분양권,B01,월세,B2,6/17,40000,90,82,59,남서향,"무악재초역세권,무악재역가까운동,완벽한옵션,풀에어컨,아늑한단지내조망","['2년이내', '융자금없는', '역세권', '방세개']",,
9,2234097097,1141011100,37.581407,126.949734,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,6/17,70000,0,82,59,남서향,"무악재초역세권,가장역가까운25판상형,풀에어컨설치,안산조망,풀옵션좋아요","['2년이내', '융자금없는', '역세권', '방세개']",,
10,2234123850,1141011100,37.581407,126.949734,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,3/17,80000,0,103,75,남향,"정남향의 타워형, 장기거주 가능, 에어컨4대, 줄눈, 포세린타일","['2년이내', '융자금없는', '역세권', '방세개']",,
11,2234097086,1141011100,37.580966,126.950746,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,9/16,51000,0,67,49,남동향,"20 무악재역세권,전망트인선호라인,풀에어컨,옵션좋은집,신혼및1인추천해요","['2년이내', '융자금없는', '역세권', '방두개']",,
12,2234097051,1141011100,37.580329,126.949867,서대문푸르지오센트럴파크,R0,아파트분양권,B01,월세,B2,4/17,15000,170,82,59,남서향,저렴한월세 조용한선호동 확장형 판상형 풀에어컨 외 고급옵션적용 아주좋아요,"['2년이내', '융자금없는', '역세권', '방세개']",,
13,2234097053,1141011100,37.580956,126.949183,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,12/18,61000,0,82,59,남동향,"로얄동전세,완벽한옵션입니다,조합원물건,풀에어컨4대,신혼부부강추,안산숲세권","['2년이내', '융자금없는', '방세개', '화장실두개']",,
14,2234144346,1141011100,37.580737,126.949603,서대문푸르지오센트럴파크,R0,아파트분양권,B01,월세,B2,10/17,40000,100,82,59,남동향,"무악재역 도보1분,신혼부부추천,숲세권,시스템에어컨","['2년이내', '융자금없는', '방세개', '화장실두개']",,
15,2234141641,1141011100,37.580579,126.950338,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,11/18,73000,0,102,75,남동향,"사진참조,남산타워 전망,막힘없는 파노라마뷰,전실시스템,풀옵션,인기판상형","['2년이내', '융자금없는', '역세권', '방세개']",,
16,2234097073,1141011100,37.580163,126.950672,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,3/12,65000,0,82,59,남동향,"25 안산초앞선호동,주차편리,시스템에어컨4대,옵션좋습니다.신혼부부강추","['2년이내', '융자금없는', '역세권', '방세개']",,
17,2234097068,1141011100,37.579913,126.950207,서대문푸르지오센트럴파크,R0,아파트분양권,B01,월세,B2,12/17,20000,165,82,59,남향,"정남향RR,안산전망일조아주좋아요,조합원옵션,신혼부부추천,탁트인집입니다","['2년이내', '융자금없는', '역세권', '방세개']",,
18,2234097084,1141011100,37.579913,126.950207,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,12/17,70000,0,82,59,남향,"RR물건,정남향,안산숲세권,일조전망탁월합니다,조합원옵션, 신혼부부추천해요","['2년이내', '융자금없는', '역세권', '방세개']",,
19,2234124990,1141011100,37.580956,126.949183,서대문푸르지오센트럴파크,R0,아파트분양권,B01,월세,B2,3/18,50000,67,82,59,남동향,"판상형, 에어컨 4대, 장기거주 가능, 단지 정원뷰,","['2년이내', '융자금없는', '마당', '방세개']",,
0,2234010761,1141011000,37.561308,126.955088,신촌푸르지오,R0,아파트,A01,전세,B1,2/3,60000,0,60,44,동향,"o.k강추,하시입주가능,신혼,1인강추 물건","['10년이내', '융자금없는', '역세권']",/20220930_160/land_naver_1664512171279i5i6E_JPEG/temp_reg_image_1.jpg,f130_98
1,2234097040,1141011100,37.580942,126.95007,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,12/17,70000,0,82,59,남동향,"25,무악재역세권,조합원물건,풀옵션아주좋아요,신혼부부추천,로얄층입니다","['2년이내', '융자금없는', '역세권', '방세개']",,
2,2234096871,1141011100,37.580966,126.950746,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,2/16,50000,0,75,55,남서향,무악재역1분 풀에어컨3대 엔지니어드스톤옵션 좋은가격강력추천 다른옵션좋아요,"['2년이내', '융자금없는', '역세권', '방두개']",,
3,2234096910,1141011100,37.580329,126.949867,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,1/17,80000,0,116,84,남향,무악재역세권 최고선호동 안산숲세권 아이키우기좋아요 정남향물건입니다,"['2년이내', '융자금없는', '역세권', '1층']",,
4,2234096906,1141011100,37.579913,126.950207,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,3/17,67000,0,82,59,남향,"푸르지오25 정남향으로 안산조망 공원조망,시스템에어컨4대,신혼부부추천해요","['2년이내', '융자금없는', '역세권', '방세개']",,
5,2234029821,1141011100,37.584535,126.946239,홍제센트럴아이파크,R0,아파트,A01,매매,A1,12/16,137000,0,113,84,남서향,"에4대 일광.통풍.컨디션 굿 조용, 쾌적한 로얄동 입주협의.","['4년이내', '방세개', '화장실두개', '고층']",,
6,2234096881,1141011100,37.580579,126.950338,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,15/18,80000,0,103,75,남향,서푸센 31 정남향 최고로얄층 조합원옵션 풀에어컨 RR물건 일조전망좋아요,"['2년이내', '융자금없는', '역세권', '방세개']",,
7,2233981143,1141011000,37.5596,126.953614,신촌푸르지오,R0,아파트,A01,월세,B2,13/14,70000,45,146,109,남서향,"거실 넓고 방2, 욕실2  트인 조망 남서향 고층 8.3억 전세 가능","['10년이내', '융자금없는', '역세권']",/20220930_78/land_naver_1664505028002SuD8L_JPEG/20171201_174217.jpg,f130_98
8,2233969810,1141012000,37.57541,126.915521,DMC센트레빌,R0,아파트,A01,매매,A1,4/13,92000,0,86,59,남향,"25 입주가능, 특올수리로최상의집상태, 상가,교통이용편리","['15년이내', '올수리', '방세개', '화장실두개']",,
9,2234096875,1141011100,37.579913,126.950207,서대문푸르지오센트럴파크,R0,아파트분양권,B01,월세,B2,5/17,30000,130,82,59,남향,정남향 25 판상형 확장형 로얄동월세 보증금조정가능 풀에어컨 아주좋아요,"['2년이내', '융자금없는', '역세권', '방세개']",,
10,2234083569,1141011800,37.595178,126.939436,e편한세상홍제가든플라츠,R0,아파트분양권,B01,전세,B1,5/28,53000,0,80,59,남서향,홍제역세권V첫입주V산전망V풀에어컨V붙박이장V중문V팬트리장,"['2년이내', '융자금없는', '방세개', '화장실두개']",,
11,2234029563,1141011100,37.583646,126.948294,홍제센트럴아이파크,R0,아파트,A01,매매,A1,8/17,135000,0,113,84,남향,인기선호동 정남향 에3 중문 넓은비트공간 풀옵션 컨디션최상.,"['4년이내', '방세개', '화장실두개', '중층']",,
12,2234029229,1141011100,37.58488,126.946791,홍제센트럴아이파크,R0,아파트,A01,매매,A1,15/17,129000,0,113,84,남서향,"올리모델링 에4대 빌냉 세척기 채광,통풍우수 북한산뷰 입주가능.","['4년이내', '역세권', '방세개', '화장실두개']",,
13,2234089234,1141011800,37.594263,126.94019,e편한세상홍제가든플라츠,R0,아파트분양권,B01,전세,B1,10/25,53000,0,80,59,남서향,사진V식세기V풀에어컨V홍제역7분컷V최저가도전V적극협의,"['2년이내', '융자금없는', '방세개', '화장실두개']",,
14,2234080974,1141011100,37.580163,126.950672,서대문푸르지오센트럴파크,R0,아파트분양권,B01,월세,B2,4/12,40000,150,115,84,남동향,"트인뷰 로얄동, 판상형, 시스템에어컨4대, 바닥 포쉐린타일, 조합원옵션","['2년이내', '융자금없는', '역세권', '화장실두개']",,
15,2234096870,1141011100,37.580966,126.950746,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,16/16,55000,0,75,55,남서향,무악재역1분 탁트인안산조망 층간소음걱정없음 편리한교통 풀에어컨설치 확장형,"['2년이내', '융자금없는', '역세권', '탑층']",,
16,2234231249,1141011000,37.558058,126.950712,e편한세상신촌,R0,아파트,A01,전세,B1,1/20,90000,0,114,84,남동향,"반전세가능,정원뷰 밝은1층 조용하고 쾌적한1단지 육아최적 12월입주","['10년이내', '융자금없는', '테라스', '마당']",,
17,2234227909,1141011800,37.59688,126.945897,북한산두산위브,R0,아파트,A01,매매,A1,6/20,92000,0,78,59,동향,신축 2년차 입구동 매물 매매,"['4년이내', '방세개', '화장실두개', '세대당1대']",,
18,2234228313,1141011800,37.59688,126.945897,북한산두산위브,R0,아파트,A01,전세,B1,17/20,75000,0,154,118,동향,V귀한매물 전세V 환상뷰v입구로열동v로열층v시스템에어컨4v야외테라스v중문,"['4년이내', '융자금없는', '테라스']",/20221001_117/land_naver_1664615947096MuxiB_JPEG/temp_reg_image_1.jpg,f130_98
19,2234231228,1141011000,37.558058,126.950712,e편한세상신촌,R0,아파트,A01,월세,B2,1/20,65000,60,114,84,남동향,"보증금조정가능,3층높이의 밝은1층 교통좋은1단지초입동 맘놓고육아하세요","['10년이내', '융자금없는', '대단지', '1층']",,
0,2234222718,1141011000,37.559128,126.949418,두산,R0,아파트,A01,월세,B2,4/18,10000,145,82,59,동향,"빠른입주가능, 이사협의, 신혼부부 추천, 북성초학세권","['25년이내', '융자금없는', '방세개', '화장실한개']",,
1,2234218690,1141011000,37.558058,126.950712,e편한세상신촌,R0,아파트,A01,매매,A1,5/20,160000,0,114,84,남동향,"23년5월입주가능,에어컨2,초투11.3억 반전세 갭투매매","['10년이내', '대단지', '방세개']",/20221001_221/land_naver_1664611690119Ol6mf_JPEG/1631693256507787.jpg,f130_98
2,2234220760,1141011000,37.562505,126.951562,힐스테이트신촌,R0,아파트,A01,전세,B1,1/18,79000,0,114,84,동향,"실높이4층,독립된 단지정원,남산뷰, 행복한육아","['4년이내', '융자금없는', '마당']",/20221001_139/land_naver_1664619482494Xux1c_JPEG/1655712998861513.jpeg,f130_98
3,2234220579,1141011000,37.562306,126.95097,힐스테이트신촌,R0,아파트,A01,매매,A1,11/20,149000,0,114,84,동향,"대단지신축최저가, 환상적인 이대숲뷰,조합원옵션,풀옵션","['4년이내', '대단지', '방세개']",/20221001_133/land_naver_1664619902554k9K3F_JPEG/1663835697532092.jpg,f130_98
4,2234223733,1141011000,37.55886,126.95019,두산,R0,아파트,A01,월세,B2,2/18,20000,100,82,59,남향,"신혼부부 강추, 올수리, 이대 도보 3분","['25년이내', '융자금없는', '올수리', '방세개']",,
5,2234221953,1141011100,37.589257,126.946944,홍제역해링턴플레이스,R0,아파트,A01,전세,B1,17/20,83000,0,113,84,남향,"단지내 최고의 뷰, 정남향, 중문, 줄눈","['2년이내', '융자금없는', '역세권', '대단지']",,
6,2234225087,1141011800,37.594922,126.94195,홍은풍림1차,R0,아파트,A01,매매,A1,3/12,55000,0,78,56,동향,"쾌적,입주가능","['25년이상', '방두개', '화장실한개', '관리비10만원이하']",,
7,2234218598,1141011000,37.559278,126.956139,e편한세상신촌,R0,아파트,A01,월세,B2,4/20,45000,110,81,59,남동향,"빠른입주가능,에어컨2,역도보3분거리","['10년이내', '융자금없는', '역세권']",/20221001_188/land_naver_16646116986526dSqY_JPEG/1629773242809510.jpg,f130_98
8,2234221756,1141011100,37.589816,126.947197,홍제역해링턴플레이스,R0,아파트,A01,전세,B1,14/20,77000,0,112,84,남서향,"역세권 신축 첫입주, 편의시설 단지상가인접, 인기로얄동","['2년이내', '융자금없는', '역세권']",/20221001_130/land_naver_1664612647659xhqdm_JPEG/temp_reg_image_3.jpg,f130_98
9,2234218964,1141011000,37.560003,126.953477,신촌푸르지오,R0,아파트,A01,매매,A1,8/17,168000,0,114,84,남서향,"실입주가능,갭매매가능,에어컨o,로얄동,초입동매매","['10년이내', '방세개', '화장실두개']",/20221001_251/land_naver_1664611695507J722N_JPEG/1638334307372250.jpg,f130_98
10,2234218880,1141011000,37.558119,126.951435,e편한세상신촌,R0,아파트,A01,매매,A1,12/20,165000,0,112,84,동향,"세안고매매, 트인전망, 투자물건, 남산뷰","['10년이내', '역세권', '대단지']",/20221001_190/land_naver_1664611803579bT1jn_JPEG/1615362522543104.jpg,f130_98
11,2234225550,1141011000,37.559158,126.950798,두산,R0,아파트,A01,월세,B2,7/17,35000,50,82,59,남향,"올리모델링, 빠른입주가능,신혼부부 강추, 이사협의","['25년이내', '융자금없는', '방세개', '화장실한개']",,
12,2234226896,1141011000,37.559158,126.950798,두산,R0,아파트,A01,전세,B1,7/17,45000,0,82,59,남향,"올리모델링, 빠른입주가능,신혼부부 강추, 이사협의","['25년이내', '융자금없는', '방세개', '화장실한개']",,
13,2234219675,1141011000,37.558339,126.948863,e편한세상신촌,R0,아파트,A01,매매,A1,17/18,140000,0,81,59,동향,"세안고매매,실투6.4억,23년2월입주가능,로얄층,에어컨2대","['10년이내', '역세권', '대단지']",/20221001_87/land_naver_1664611992174b2Du5_JPEG/1626840117664622.jpg,f130_98
14,2234220739,1141011000,37.562985,126.951318,힐스테이트신촌,R0,아파트,A01,전세,B1,16/18,65000,0,88,59,남향,"신축대단지,  탁트인뷰, 밝은남향, 숲세권  ,안산자락길","['4년이내', '융자금없는', '대단지']",/20221001_32/land_naver_1664619482318afE73_JPEG/1653270550326984.jpg,f130_98
15,2234219322,1141011000,37.559128,126.949418,두산,R0,아파트,A01,월세,B2,4/18,10000,145,82,59,남향,내부올수리되어있는 9월말부터 입주협의가능한 입구동 월세,"['25년이내', '융자금없는', '올수리']",/20221001_126/land_naver_1664612050540CqyV2_JPEG/1631167424986651.jpg,f130_98
